MESH_NM	MESH_ACC_TXT	CTD_ACTION_CD	MGI_ACTION_CD	OMIM_NM	OMIM_ID	OMIM_Designation	CREATE_BY	CREATE_BY_DATE	MOD_BY	MOD_BY_DATE	CURATOR_NOTE															
Chromosome Aberrations	D002869	L	L	PREMATURE CHROMATID SEPARATION TRAIT; PCS	176430	#	apd	08/11/10	apd	08/11/10	sue's 59 MGI diseases not yet in CTD; based on OMIM report															
Primary Ovarian Insufficiency	D016649	M	L	PREMATURE OVARIAN FAILURE 1	311360	%	apd	05/12/10	apd	05/12/10																
Primary Ovarian Insufficiency	D016649	M	L	PREMATURE OVARIAN FAILURE 2A	300511	#	apd	05/12/10	apd	05/12/10																
Primary Ovarian Insufficiency	D016649	M	L	PREMATURE OVARIAN FAILURE 2B	300604	#	apd	05/12/10	apd	05/12/10																
Primary Ovarian Insufficiency	D016649	M	L	PREMATURE OVARIAN FAILURE 3	608996	#	apd	05/12/10	apd	05/12/10																
Primary Ovarian Insufficiency	D016649	M	L	PREMATURE OVARIAN FAILURE 5	611548	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Primary Ovarian Insufficiency	D016649	M	L	PREMATURE OVARIAN FAILURE 6	612310	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Primary Ovarian Insufficiency	D016649	M	L	PREMATURE OVARIAN FAILURE 7	612964	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Fetal Membranes, Premature Rupture	D005322	M	M	PRETERM PREMATURE RUPTURE OF THE MEMBRANES	610504	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Priapism, familial idiopathic	C531791	M	M	Priapism, Familial Idiopathic	176620	[blank]	smb	09/24/10	apd	10/27/10	from Joel's review ; mapped to new MESH 2011															
Prieto X-linked mental retardation syndrome	C535274	M	M	PRIETO X-LINKED MENTAL RETARDATION SYNDROME	309610	%	apd	05/12/10	apd	10/27/10	mapped to new MESH 2011															
Motor Neuron Disease	D016472	L	L	PRIMARY LATERAL SCLEROSIS, ADULT, 1	611637	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Primary lateral sclerosis juvenile	C536416	M	M	PRIMARY LATERAL SCLEROSIS, JUVENILE	606353	#	apd	05/12/10	apd	07/27/11																
Ophthalmoplegia, Chronic Progressive External	D017246	L	L	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 1	157640	#	apd	05/12/10	apd	05/12/10																
Ophthalmoplegia, Chronic Progressive External	D017246	L	L	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 2	609283	#	apd	05/12/10	apd	05/12/10																
Ophthalmoplegia, Chronic Progressive External	D017246	L	L	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 3	609286	#	apd	05/12/10	apd	05/12/10																
Ophthalmoplegia, Chronic Progressive External	D017246	L	L	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 4	610131	#	apd	05/12/10	apd	05/12/10																
Ophthalmoplegia, Chronic Progressive External	D017246	L	L	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 5	613077	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Ophthalmoplegia, Chronic Progressive External	D017246	L	L	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE	258450	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Hereditary bundle branch system defect	C535848	L	L	PROGRESSIVE FAMILIAL HEART BLOCK, TYPE I	113900	#	apd	05/12/10	apd	05/12/10																
Hereditary bundle branch system defect	C535848	L	L	PROGRESSIVE FAMILIAL HEART BLOCK, TYPE I, LOCUS 1	604559	%	apd	05/12/10	apd	05/12/10																
Hydranencephaly	D006832	L	L	PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME	225790	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Hydrocephalus	D006849	L	L	PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME	225790	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Vision Disorders	D014786	L	L	PROLONGED ELECTRORETINAL RESPONSE SUPPRESSION	608415	#	apd	05/12/10	apd	05/12/10																
Adrenal Insufficiency	D000309	L	L	PROOPIOMELANOCORTIN DEFICIENCY	609734	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Obesity	D009765	L	L	PROOPIOMELANOCORTIN DEFICIENCY	609734	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Properdin deficiency, X-linked	C537241	M	M	PROPERDIN DEFICIENCY, X-LINKED	312060	#	apd	05/12/10	apd	10/27/10	mapped to new MESH 2011															
Propionic Acidemia	D056693	M	M	PROPIONIC ACIDEMIA	606054	#	apd	05/12/10	apd	05/12/10																
Endocrine System Diseases	D004700	L	L	PROPROTEIN CONVERTASE 1/3 DEFICIENCY	600955	#	apd	05/12/10	apd	05/12/10																
Obesity	D009765	L	L	PROPROTEIN CONVERTASE 1/3 DEFICIENCY	600955	#	apd	05/12/10	apd	05/12/10																
Prostatic Neoplasms	D011471	M	L	PROSTATE CANCER	176807	#	apd	05/12/10	apd	05/12/10																
Prostatic Neoplasms	D011471	M	M	PROSTATE CANCER AGGRESSIVENESS QUANTITATIVE TRAIT LOCUS ON CHROMOSOME 19	607592	%	apd	05/12/10	apd	05/12/10																
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 1	601518	#	apd	05/12/10	apd	07/27/11																
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 10	611100	%	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 11	611955	#	apd	05/12/10	apd	07/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 12	611868	#	apd	05/12/10	apd	07/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 13	611928	#	apd	05/12/10	apd	07/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 14	611958	%	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 15	611959	%	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 3	608656	%	apd	05/12/10	apd	07/27/11																
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 4	608658	%	apd	05/12/10	apd	07/27/11																
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 5	609299	%	apd	05/12/10	apd	07/27/11																
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 6	609558	%	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 7	610321	%	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 8	602759	%	apd	05/12/10	apd	07/27/11																
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, 9	610997	%	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, X-LINKED	300147	%	apd	05/12/10	apd	07/27/11																
Prostate cancer, familial	C537243	M	L	PROSTATE CANCER, HEREDITARY, X-LINKED 2	300704	%	apd	05/12/10	apd	07/27/11	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Brain Neoplasms	D001932	L	L	PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY	603688	#	apd	05/12/10	apd	05/12/10																
Prostatic Neoplasms	D011471	L	L	PROSTATE CANCER/BRAIN CANCER SUSCEPTIBILITY	603688	#	apd	05/12/10	apd	05/12/10																
Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis	C545036	M	M	PROTEINURIA, LOW MOLECULAR WEIGHT, WITH HYPERCALCIURIA AND NEPHROCALCINOSIS	308990	#	apd	05/12/10	apd	07/27/11	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Proteus Syndrome	D016715	M	M	PROTEUS SYNDROME	176920	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Hypoprothrombinemias	D007020	L	L	PROTHROMBIN DEFICIENCY, CONGENITAL	613679	#	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Protoporphyria, Erythropoietic	D046351	L	L	PROTOPORPHYRIA, ERYTHROPOIETIC, X-LINKED DOMINANT	300752	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Pseudoachondroplasia	C535819	M	M	PSEUDOACHONDROPLASIA	177170	#	apd	05/12/10	apd	10/27/10	mapped to new MESH 2011															
Facial Dermatoses	D005148	L	L	PSEUDOFOLLICULITIS BARBAE	612318	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Folliculitis	D005499	L	L	PSEUDOFOLLICULITIS BARBAE	612318	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Anemia, Hemolytic, Congenital	D000745	L	L	PSEUDOHYPERKALEMIA, FAMILIAL, 1, DUE TO RED CELL LEAK	177720	%	apd	05/12/10	apd	05/12/10																
Hyperkalemia	D006947	L	L	PSEUDOHYPERKALEMIA, FAMILIAL, 1, DUE TO RED CELL LEAK	177720	%	apd	05/12/10	apd	05/12/10																
Anemia, Hemolytic, Congenital	D000745	L	L	PSEUDOHYPERKALEMIA, FAMILIAL, 2, DUE TO RED CELL LEAK	609153	%	apd	05/12/10	apd	05/12/10																
Hyperkalemia	D006947	L	L	PSEUDOHYPERKALEMIA, FAMILIAL, 2, DUE TO RED CELL LEAK	609153	%	apd	05/12/10	apd	05/12/10																
Pseudohypoaldosteronism	D011546	M	L	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT	177735	#	apd	05/12/10	apd	05/12/10																
Pseudohypoaldosteronism	D011546	M	L	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE	264350	#	apd	05/12/10	apd	05/12/10																
Pseudohypoaldosteronism	D011546	M	L	PSEUDOHYPOALDOSTERONISM, TYPE II	145260	#	apd	05/12/10	apd	05/12/10																
Albright's hereditary osteodystrophy	C537045	L	L	PSEUDOHYPOPARATHYROIDISM, TYPE IA	103580	#	apd	05/12/10	apd	05/12/10																
Pseudohypoparathyroidism	D011547	L	L	PSEUDOHYPOPARATHYROIDISM, TYPE IA	103580	#	apd	05/12/10	apd	05/12/10																
Pseudohypoaldosteronism	D011546	M	L	PSEUDOHYPOPARATHYROIDISM, TYPE IB	603233	#	apd	05/12/10	apd	05/12/10																
Pseudohypoaldosteronism	D011546	M	L	PSEUDOHYPOPARATHYROIDISM, TYPE IC	612462	#	apd	05/12/10	apd	05/12/10	May 2010 OMIM-CTD synch. (reported by Tom; curated by APD)															
Pseudopseudohypoparathyroidism	D011556	M	M	PSEUDOPSEUDOHYPOPARATHYROIDISM	612463	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Pseudovaginal perineoscrotal hypospadias	C535830	M	M	PSEUDOVAGINAL PERINEOSCROTAL HYPOSPADIAS	264600	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Von Willebrand disease, platelet type	C536458	M	M	PSEUDO-VON WILLEBRAND DISEASE	177820	#	apd	05/12/10	apd	07/27/11																
Pseudoxanthoma Elasticum	D011561	M	M	PSEUDOXANTHOMA ELASTICUM	264800	#	apd	05/12/10	apd	05/12/10																
Pseudoxanthoma Elasticum	D011561	L	L	PSEUDOXANTHOMA ELASTICUM, FORME FRUSTE	177850	#	apd	05/12/10	apd	05/12/10																
Blood Coagulation Disorders	D001778	L	L	PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATION FACTOR DEFICIENCY	610842	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Cutis Laxa	D003483	L	L	PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATION FACTOR DEFICIENCY	610842	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Pseudoxanthoma Elasticum	D011561	L	L	PSEUDOXANTHOMA ELASTICUM-LIKE DISORDER WITH MULTIPLE COAGULATION FACTOR DEFICIENCY	610842	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 1	177900	#	apd	05/12/10	apd	05/12/10																
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 10	612410	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 11	612599	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 12	612950	%	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 2	602723	%	apd	05/12/10	apd	05/12/10																
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 3	601454	%	apd	05/12/10	apd	05/12/10																
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 4	603935	%	apd	05/12/10	apd	05/12/10																
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 5	604316	%	apd	05/12/10	apd	05/12/10																
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 6	605364	%	apd	05/12/10	apd	05/12/10																
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 7	605606	%	apd	05/12/10	apd	05/12/10																
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 8	610707	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Psoriasis	D011565	M	L	PSORIASIS SUSCEPTIBILITY 9	607857	%	apd	05/12/10	apd	05/12/10																
Arthritis, Psoriatic	D015535	M	L	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TO	607507	#	apd	05/12/10	apd	05/12/10																
Pterygium	D011625	M	M	Pterygium of Conjunctiva and Cornea	178000	[blank]	smb	09/24/10	smb	09/24/10	from Joel's review 															
Blepharoptosis	D001763	L	L	PTOSIS, HEREDITARY CONGENITAL 1	178300	%	apd	05/12/10	apd	05/12/10																
Blepharoptosis	D001763	L	L	PTOSIS, HEREDITARY CONGENITAL 2	300245	%	apd	05/12/10	apd	05/12/10																
Lung Diseases	D008171	L	L	PULMONARY ALVEOLAR MICROLITHIASIS	265100	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Lithiasis	D020347	L	L	PULMONARY ALVEOLAR MICROLITHIASIS	265100	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Pulmonary Disease, Chronic Obstructive	D029424	M	L	PULMONARY DISEASE, CHRONIC OBSTRUCTIVE	606963	%	apd	05/12/10	apd	05/12/10																
Idiopathic Pulmonary Fibrosis	D054990	M	M	PULMONARY FIBROSIS, IDIOPATHIC	178500	#	apd	05/12/10	apd	05/12/10																
Lung Diseases	D008171	L	L	PULMONARY FUNCTION	608852	%	apd	05/12/10	apd	05/12/10																
Hypertension, Pulmonary	D006976	L	L	PULMONARY HYPERTENSION, CHRONIC THROMBOEMBOLIC, WITHOUT DEEP VEIN THROMBOSIS, SUSCEPTIBILITY TO	612862	%	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Pulmonary Embolism	D011655	L	L	PULMONARY HYPERTENSION, CHRONIC THROMBOEMBOLIC, WITHOUT DEEP VEIN THROMBOSIS, SUSCEPTIBILITY TO	612862	%	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Hypertension, Pulmonary	D006976	M	M	PULMONARY HYPERTENSION, PRIMARY	178600	#	apd	05/12/10	apd	05/12/10																
Pulmonary Veno-Occlusive Disease	D011668	M	M	PULMONARY VENOOCCLUSIVE DISEASE	265450	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Immunologic Deficiency Syndromes	D007153	L	L	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY	613179	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Purine-Pyrimidine Metabolism, Inborn Errors	D011686	L	L	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY	613179	#	apd	05/12/10	apd	05/12/10	February 2010 OMIM-CTD synch. (report by Tom; curated by APD)															
Pycnodysostosis	D058631	M	M	PYCNODYSOSTOSIS	265800	#	apd	05/12/10	apd	10/07/10	re-mapped to new MESH															
Pyloric Stenosis, Hypertrophic	D046248	L	L	PYLORIC STENOSIS, INFANTILE HYPERTROPHIC 1	179010	#	apd	05/12/10	apd	05/12/10																
Pyloric Stenosis, Hypertrophic	D046248	L	L	PYLORIC STENOSIS, INFANTILE HYPERTROPHIC, 2	610260	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Pyloric Stenosis, Hypertrophic	D046248	L	L	PYLORIC STENOSIS, INFANTILE HYPERTROPHIC, 3	612017	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Pyloric Stenosis, Hypertrophic	D046248	L	L	PYLORIC STENOSIS, INFANTILE HYPERTROPHIC, 4	300711	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Pyloric Stenosis, Hypertrophic	D046248	L	L	PYLORIC STENOSIS, INFANTILE HYPERTROPHIC, 5	612525	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Acne Vulgaris	D000152	L	L	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE	604416	#	apd	05/12/10	apd	05/12/10																
Arthritis	D001168	L	L	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE	604416	#	apd	05/12/10	apd	05/12/10																
Pyoderma Gangrenosum	D017511	L	L	PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE	604416	#	apd	05/12/10	apd	05/12/10																
Epilepsy	D004827	L	L	PYRIDOXAMINE 5-PRIME-PHOSPHATE OXIDASE DEFICIENCY	610090	#	apd	05/12/10	apd	05/12/10																
Elliptocytosis, Hereditary	D004612	L	L	PYROPOIKILOCYTOSIS, HEREDITARY	266140	#	apd	05/12/10	apd	05/12/10																
Pyruvate Carboxylase Deficiency Disease	D015324	M	M	PYRUVATE CARBOXYLASE DEFICIENCY	266150	#	apd	05/12/10	apd	05/12/10																
Pyruvate decarboxylase deficiency	C536256	M	M	PYRUVATE DECARBOXYLASE DEFICIENCY	312170	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Pyruvate Dehydrogenase Complex Deficiency Disease	D015325	L	L	PYRUVATE DEHYDROGENASE E2 DEFICIENCY	245348	#	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Acidosis, Lactic	D000140	L	L	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY	245349	#	apd	05/12/10	apd	05/12/10																
Pyruvate Dehydrogenase Complex Deficiency Disease	D015325	L	L	PYRUVATE DEHYDROGENASE E3-BINDING PROTEIN DEFICIENCY	245349	#	apd	05/12/10	apd	05/12/10																
Pyruvate dehydrogenase phosphatase deficiency	C536258	M	M	PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY	608782	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Anemia, Hemolytic, Congenital Nonspherocytic	D000746	L	L	PYRUVATE KINASE DEFICIENCY OF RED CELLS	266200	#	apd	05/12/10	apd	05/12/10																
Pyruvate Metabolism, Inborn Errors	D015323	L	L	PYRUVATE KINASE DEFICIENCY OF RED CELLS	266200	#	apd	05/12/10	apd	05/12/10																
Arrhythmia	D001145	L	L	QT INTERVAL, VARIATION IN	610141	#	apd	05/12/10	apd	05/12/10																
Abnormalities, Multiple	D000015	L	L	RADIAL RAY DEFICIENCY, X-LINKED	300378	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Heart Septal Defects, Atrial	D006344	L	L	RADIAL RAY DEFICIENCY, X-LINKED	300378	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Transposition of Great Vessels	D014188	L	L	RADIAL RAY DEFICIENCY, X-LINKED	300378	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Limb Deformities, Congenital	D017880	L	L	RADIAL RAY DEFICIENCY, X-LINKED	300378	%	apd	05/12/10	apd	05/12/10	June 2009 OMIM-CTD synch. (report by Tom; curated by APD)															
Muscular Atrophy, Spinal	D009134	L	L	RADIATION SENSITIVITY/CHROMOSOME INSTABILITY SYNDROME, AUTOSOMAL DOMINANT	605463	[blank]	apd	05/12/10	apd	05/12/10																
Synostosis	D013580	L	L	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA	605432	#	apd	05/12/10	apd	05/12/10																
Thrombocytopenia	D013921	L	L	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA	605432	#	apd	05/12/10	apd	05/12/10																
Upper Extremity Deformities, Congenital	D038062	L	L	RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA	605432	#	apd	05/12/10	apd	05/12/10																
Rhinitis, Allergic, Seasonal	D006255	L	L	RAGWEED SENSITIVITY	179450	[blank]	apd	05/12/10	apd	05/12/10																
Raine syndrome	C535282	M	M	RAINE SYNDROME	259775	#	apd	05/12/10	apd	10/29/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD); mapped to new MESH 2011															
Developmental Disabilities	 D002658	L	L	RAJAB SYNDROME	613658	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Brain Diseases  	D001927	L	L	RAJAB SYNDROME	613658	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Calcinosis	D002114	L	L	RAJAB SYNDROME	613658	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Growth Disorders	D006130	L	L	RAJAB SYNDROME	613658	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Microcephaly	D008831	L	L	RAJAB SYNDROME	613658	%	apd	08/30/11	apd	08/30/11	CTD-OMIM synch (August 2011)															
Rapadilino syndrome	C535288	M	M	RAPADILINO SYNDROME	266280	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Rapp-Hodgkin syndrome	C535289	M	M	RAPP-HODGKIN SYNDROME	129400	#	apd	05/12/10	apd	10/07/10	mapped to new MESH 2011															
Refsum disease with increased pipecolic acidemia	C535517	M	M	REFSUM DISEASE WITH INCREASED PIPECOLIC ACIDEMIA	600964	%	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Refsum Disease	D012035	L	L	REFSUM DISEASE, ADULT	266500	#	apd	05/12/10	apd	08/24/10	edited from M to L, since OMIM term changed to ADULT form															
Refsum Disease, Infantile	D052919	M	M	REFSUM DISEASE, INFANTILE FORM	266510	#	apd	05/12/10	apd	08/24/10	better MESH term selected (for infantile form) and OMIM record merged to it															
Kidney Diseases	D007674	L	L	RENAL ADYSPLASIA	191830	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Carcinoma, Renal Cell	D002292	M	L	RENAL CELL CARCINOMA 1	144700	#	apd	05/12/10	apd	05/12/10																
Carcinoma, Renal Cell	D002292	M	L	RENAL CELL CARCINOMA, PAPILLARY	605074	#	apd	06/04/10	apd	06/04/10	OMIM: 605075 became MOVED TO 605074															
Renal cysts and diabetes syndrome	C535520	M	M	RENAL CYSTS AND DIABETES SYNDROME	137920	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Hypertension, Renal	D006977	L	L	RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION	161900	%	apd	05/12/10	apd	05/12/10																
Renal Insufficiency	D051437	L	L	RENAL FAILURE, PROGRESSIVE, WITH HYPERTENSION	161900	%	apd	05/12/10	apd	05/12/10																
Glycosuria, Renal	D006030	M	M	RENAL GLUCOSURIA	233100	#	apd	05/12/10	apd	05/12/10																
Kidney Diseases	D007674	L	L	RENAL HYPODYSPLASIA, NONSYNDROMIC, 1	610805	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Ureteral Diseases	D014515	L	L	RENAL HYPODYSPLASIA, NONSYNDROMIC, 1	610805	%	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
Autosomal dominant distal renal tubular acidosis	C538565	M	M	RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL DOMINANT	179800	#	apd	05/12/10	apd	10/29/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD); mapped to new MESH 2011															
Renal tubular acidosis, distal, autosomal recessive	C537758	M	M	RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL RECESSIVE	602722	#	apd	05/12/10	apd	10/29/10	mapped to new MESH 2011															
Acidosis, Renal Tubular	D000141	L	L	RENAL TUBULAR ACIDOSIS, DISTAL, WITH HEMOLYTIC ANEMIA	611590	#	apd	05/12/10	apd	05/12/10	August 2008 OMIM-CTD synch. (report by Tom; curated by APD)															
